library_ID,fastq_fwd_file_name,fastq_rev_file_name,host_genus,host_species,coral_tag,site_name,sequencing_run,expedition,sample_name,sra_accession
PLATE3G1_S199_L001,PLATE3G1_S199_L001_R1_001.fastq.gz,PLATE3G1_S199_L001_R2_001.fastq.gz,Montipora,aequituberculata,317,34,SheddRun_Dec2020,2016a,KI16a_112,SAMN49903819
c-161_S161_L001,c-161_S161_L001_R1_001.fastq.gz,c-161_S161_L001_R2_001.fastq.gz,Montipora,aequituberculata,324,34,run3,2016a,KI16a_115,SAMN49903817
126-16A_S271_L001,126-16A_S271_L001_R1_001.fastq.gz,126-16A_S271_L001_R2_001.fastq.gz,Montipora,aequituberculata,950,34,Bleaching3_run,2016a,KI16a_126,SAMN49903644
c-118_S118_L001,c-118_S118_L001_R1_001.fastq.gz,c-118_S118_L001_R2_001.fastq.gz,Pocillopora,grandis,764,32,run3,2016a,KI16a_14,SAMN49903815
c-119_S119_L001,c-119_S119_L001_R1_001.fastq.gz,c-119_S119_L001_R2_001.fastq.gz,Montipora,aequituberculata,761,32,run3,2016a,KI16a_15,SAMN49903813
PLATE3E12_S285_L001,PLATE3E12_S285_L001_R1_001.fastq.gz,PLATE3E12_S285_L001_R2_001.fastq.gz,Montipora,aequituberculata,898,32,SheddRun_Dec2020,2016a,KI16a_16,SAMN49904134
c-181_S181_L001,c-181_S181_L001_R1_001.fastq.gz,c-181_S181_L001_R2_001.fastq.gz,Pocillopora,grandis,997,40,run3,2016a,KI16a_182,SAMN49903821
c-120_S120_L001,c-120_S120_L001_R1_001.fastq.gz,c-120_S120_L001_R2_001.fastq.gz,Pocillopora,grandis,901,32,run3,2016a,KI16a_19,SAMN49903816
PLATE3F3_S214_L001,PLATE3F3_S214_L001_R1_001.fastq.gz,PLATE3F3_S214_L001_R2_001.fastq.gz,Montipora,aequituberculata,912,8,SheddRun_Dec2020,2016a,KI16a_31,SAMN49904133
c-130_S130_L001,c-130_S130_L001_R1_001.fastq.gz,c-130_S130_L001_R2_001.fastq.gz,Montipora,aequituberculata,922,35,run3,2016a,KI16a_45,SAMN49903820
c-115_S115_L001,c-115_S115_L001_R1_001.fastq.gz,c-115_S115_L001_R2_001.fastq.gz,Pocillopora,grandis,896,32,run3,2016a,KI16a_7,SAMN49903814
79-16A_S247_L001,79-16A_S247_L001_R1_001.fastq.gz,79-16A_S247_L001_R2_001.fastq.gz,Pocillopora,grandis,943,30,Bleaching3_run,2016a,KI16a_79,SAMN49903643
84-16A_S255_L001,84-16A_S255_L001_R1_001.fastq.gz,84-16A_S255_L001_R2_001.fastq.gz,Montipora,aequituberculata,944,30,Bleaching3_run,2016a,KI16a_84,SAMN49903642
c-215_S215_L001,c-215_S215_L001_R1_001.fastq.gz,c-215_S215_L001_R2_001.fastq.gz,Montipora,aequituberculata,922,35,run3,2016b,KI16b_1,SAMN49903825
c-341_S341_L001,c-341_S341_L001_R1_001.fastq.gz,c-341_S341_L001_R2_001.fastq.gz,Pocillopora,grandis,997,40,run3,2016b,KI16b_146,SAMN49903826
c-228_S228_L001,c-228_S228_L001_R1_001.fastq.gz,c-228_S228_L001_R2_001.fastq.gz,Pocillopora,grandis,896,32,run3,2016b,KI16b_18,SAMN49903822
c-234_S234_L001,c-234_S234_L001_R1_001.fastq.gz,c-234_S234_L001_R2_001.fastq.gz,Pocillopora,grandis,764,32,run3,2016b,KI16b_24,SAMN49903823
c-237_S237_L001,c-237_S237_L001_R1_001.fastq.gz,c-237_S237_L001_R2_001.fastq.gz,Pocillopora,grandis,901,32,run3,2016b,KI16b_27,SAMN49903824
1_S1_L001_run4,1_S1_L001_run4_R1_001.fastq.gz,1_S1_L001_run4_R2_001.fastq.gz,Montipora,aequituberculata,922,35,run4,2017,KI17_1,SAMN49903835
173_S173_L001_run4,173_S173_L001_run4_R1_001.fastq.gz,173_S173_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,943,30,run4,2017,KI17_173,SAMN49903830
182_S182_L001_run4,182_S182_L001_run4_R1_001.fastq.gz,182_S182_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,1173,30,run4,2017,KI17_182,SAMN49903828
197_S197_L001_run4,197_S197_L001_run4_R1_001.fastq.gz,197_S197_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,1185,30,run4,2017,KI17_197,SAMN49903829
PLATE1H6_S48_L001,PLATE1H6_S48_L001_R1_001.fastq.gz,PLATE1H6_S48_L001_R2_001.fastq.gz,Pocillopora,grandis,896,32,SheddRun_Dec2020,2017,KI17_206,SAMN49904082
212_S212_L001_run4,212_S212_L001_run4_R1_001.fastq.gz,212_S212_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,1187,32,run4,2017,KI17_212,SAMN49903832
213_S213_L001_run4,213_S213_L001_run4_R1_001.fastq.gz,213_S213_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,764,32,run4,2017,KI17_213,SAMN49903833
214_S214_L001_run4,214_S214_L001_run4_R1_001.fastq.gz,214_S214_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,1188,32,run4,2017,KI17_214,SAMN49903831
276_S276_L001_run4,276_S276_L001_run4_R1_001.fastq.gz,276_S276_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,997,40,run4,2017,KI17_276,SAMN49903836
326_S326_L001_run4,326_S326_L001_run4_R1_001.fastq.gz,326_S326_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,1235,15,run4,2017,KI17_326,SAMN49903827
367_S367_L001_run4,367_S367_L001_run4_R1_001.fastq.gz,367_S367_L001_run4_R2_001.fastq.gz,Pocillopora,grandis,901,32,run4,2017,KI17_FQ211,SAMN49903834
PLATE2A2_S105_L001,PLATE2A2_S105_L001_R1_001.fastq.gz,PLATE2A2_S105_L001_R2_001.fastq.gz,Pocillopora,grandis,1291,25,SheddRun_Dec2020,2018,KI18_107,SAMN49904083
124-2018_S90_L001,124-2018_S90_L001_R1_001.fastq.gz,124-2018_S90_L001_R2_001.fastq.gz,Pocillopora,grandis,1295,3,Starko_Shedd,2018,KI18_124,SAMN49904136
149-2018_S109_L001,149-2018_S109_L001_R1_001.fastq.gz,149-2018_S109_L001_R2_001.fastq.gz,Montipora,aequituberculata,922,35,Starko_Shedd,2018,KI18_149,SAMN49904146
15-2018_S13_L001,15-2018_S13_L001_R1_001.fastq.gz,15-2018_S13_L001_R2_001.fastq.gz,Pocillopora,grandis,764,32,Starko_Shedd,2018,KI18_15,SAMN49904144
16-2018_S14_L001,16-2018_S14_L001_R1_001.fastq.gz,16-2018_S14_L001_R2_001.fastq.gz,Pocillopora,grandis,896,32,Starko_Shedd,2018,KI18_16,SAMN49904141
18-2018_S16_L001,18-2018_S16_L001_R1_001.fastq.gz,18-2018_S16_L001_R2_001.fastq.gz,Pocillopora,grandis,901,32,Starko_Shedd,2018,KI18_18,SAMN49904145
187-2018_S131_L001,187-2018_S131_L001_R1_001.fastq.gz,187-2018_S131_L001_R2_001.fastq.gz,Pocillopora,grandis,1318,5,Starko_Shedd,2018,KI18_187,SAMN49904137
211-2018_S145_L001,211-2018_S145_L001_R1_001.fastq.gz,211-2018_S145_L001_R2_001.fastq.gz,Pocillopora,grandis,1328,32,Starko_Shedd,2018,KI18_211,SAMN49904142
212-2018_S146_L001,212-2018_S146_L001_R1_001.fastq.gz,212-2018_S146_L001_R2_001.fastq.gz,Pocillopora,grandis,1329,32,Starko_Shedd,2018,KI18_212,SAMN49904143
231-2018_S379_L001,231-2018_S379_L001_R1_001.fastq.gz,231-2018_S379_L001_R2_001.fastq.gz,Pocillopora,grandis,997,40,Starko_Shedd,2018,KI18_231,SAMN49904147
240-2018_S158_L001,240-2018_S158_L001_R1_001.fastq.gz,240-2018_S158_L001_R2_001.fastq.gz,Pocillopora,grandis,1307,30,Starko_Shedd,2018,KI18_240,SAMN49904139
252-2018_S166_L001,252-2018_S166_L001_R1_001.fastq.gz,252-2018_S166_L001_R2_001.fastq.gz,Pocillopora,grandis,943,30,Starko_Shedd,2018,KI18_252,SAMN49904140
PLATE2A1_S97_L001,PLATE2A1_S97_L001_R1_001.fastq.gz,PLATE2A1_S97_L001_R2_001.fastq.gz,Pocillopora,grandis,1173,30,SheddRun_Dec2020,2018,KI18_63,SAMN49904084
79-2018_S62_L001,79-2018_S62_L001_R1_001.fastq.gz,79-2018_S62_L001_R2_001.fastq.gz,Pocillopora,grandis,1235,15,Starko_Shedd,2018,KI18_79,SAMN49904138
126-2019_S245_L001,126-2019_S245_L001_R1_001.fastq.gz,126-2019_S245_L001_R2_001.fastq.gz,Pocillopora,grandis,1347,37,Starko_Shedd,2019,KI19_126,SAMN49904162
165-2019_S268_L001,165-2019_S268_L001_R1_001.fastq.gz,165-2019_S268_L001_R2_001.fastq.gz,Pocillopora,grandis,1318,5,Starko_Shedd,2019,KI19_165,SAMN49904149
198-2019_S293_L001,198-2019_S293_L001_R1_001.fastq.gz,198-2019_S293_L001_R2_001.fastq.gz,Montipora,aequituberculata,922,35,Starko_Shedd,2019,KI19_198,SAMN49904160
PLATE2A3_S113_L001,PLATE2A3_S113_L001_R1_001.fastq.gz,PLATE2A3_S113_L001_R2_001.fastq.gz,Pocillopora,grandis,1225,35,SheddRun_Dec2020,2019,KI19_207,SAMN49904092
230-2019_S314_L001,230-2019_S314_L001_R1_001.fastq.gz,230-2019_S314_L001_R2_001.fastq.gz,Pocillopora,grandis,1429,35,Starko_Shedd,2019,KI19_230,SAMN49904161
233-2019_S317_L001,233-2019_S317_L001_R1_001.fastq.gz,233-2019_S317_L001_R2_001.fastq.gz,Pocillopora,grandis,1329,32,Starko_Shedd,2019,KI19_233,SAMN49904156
234-2019_S318_L001,234-2019_S318_L001_R1_001.fastq.gz,234-2019_S318_L001_R2_001.fastq.gz,Pocillopora,grandis,896,32,Starko_Shedd,2019,KI19_234,SAMN49904154
239-2019_S323_L001,239-2019_S323_L001_R1_001.fastq.gz,239-2019_S323_L001_R2_001.fastq.gz,Pocillopora,grandis,1187,32,Starko_Shedd,2019,KI19_239,SAMN49904158
240-2019_S324_L001,240-2019_S324_L001_R1_001.fastq.gz,240-2019_S324_L001_R2_001.fastq.gz,Pocillopora,grandis,1328,32,Starko_Shedd,2019,KI19_240,SAMN49904155
241-2019_S325_L001,241-2019_S325_L001_R1_001.fastq.gz,241-2019_S325_L001_R2_001.fastq.gz,Montipora,aequituberculata,1386,32,Starko_Shedd,2019,KI19_241,SAMN49904157
243-2019_S327_L001,243-2019_S327_L001_R1_001.fastq.gz,243-2019_S327_L001_R2_001.fastq.gz,Pocillopora,grandis,764,32,Starko_Shedd,2019,KI19_243,SAMN49904159
249-2019_S332_L001,249-2019_S332_L001_R1_001.fastq.gz,249-2019_S332_L001_R2_001.fastq.gz,Pocillopora,grandis,1307,30,Starko_Shedd,2019,KI19_249,SAMN49904151
264-2019_S345_L001,264-2019_S345_L001_R1_001.fastq.gz,264-2019_S345_L001_R2_001.fastq.gz,Pocillopora,grandis,1173,30,Starko_Shedd,2019,KI19_264,SAMN49904150
265-2019_S346_L001,265-2019_S346_L001_R1_001.fastq.gz,265-2019_S346_L001_R2_001.fastq.gz,Pocillopora,grandis,943,30,Starko_Shedd,2019,KI19_265,SAMN49904152
PLATE2A4_S121_L001,PLATE2A4_S121_L001_R1_001.fastq.gz,PLATE2A4_S121_L001_R2_001.fastq.gz,Pocillopora,grandis,1362,31,SheddRun_Dec2020,2019,KI19_271,SAMN49904086
PLATE2A5_S129_L001,PLATE2A5_S129_L001_R1_001.fastq.gz,PLATE2A5_S129_L001_R2_001.fastq.gz,Pocillopora,grandis,1363,31,SheddRun_Dec2020,2019,KI19_272,SAMN49904087
PLATE2A6_S137_L001,PLATE2A6_S137_L001_R1_001.fastq.gz,PLATE2A6_S137_L001_R2_001.fastq.gz,Pocillopora,grandis,1365,31,SheddRun_Dec2020,2019,KI19_274,SAMN49904088
PLATE2A7_S145_L001,PLATE2A7_S145_L001_R1_001.fastq.gz,PLATE2A7_S145_L001_R2_001.fastq.gz,Pocillopora,grandis,1367,31,SheddRun_Dec2020,2019,KI19_276,SAMN49904089
PLATE2A8_S153_L001,PLATE2A8_S153_L001_R1_001.fastq.gz,PLATE2A8_S153_L001_R2_001.fastq.gz,Pocillopora,grandis,1368,31,SheddRun_Dec2020,2019,KI19_277,SAMN49904090
PLATE2A9_S161_L001,PLATE2A9_S161_L001_R1_001.fastq.gz,PLATE2A9_S161_L001_R2_001.fastq.gz,Pocillopora,grandis,1388,31,SheddRun_Dec2020,2019,KI19_279,SAMN49904091
284-2019_S354_L001,284-2019_S354_L001_R1_001.fastq.gz,284-2019_S354_L001_R2_001.fastq.gz,Pocillopora,grandis,1389,31,Starko_Shedd,2019,KI19_284,SAMN49904153
PLATE2A10_S169_L001,PLATE2A10_S169_L001_R1_001.fastq.gz,PLATE2A10_S169_L001_R2_001.fastq.gz,Pocillopora,grandis,1351,27,SheddRun_Dec2020,2019,KI19_288,SAMN49904085
46-2019_S203_L001,46-2019_S203_L001_R1_001.fastq.gz,46-2019_S203_L001_R2_001.fastq.gz,Pocillopora,grandis,1295,3,Starko_Shedd,2019,KI19_46,SAMN49904148
60-2019_S214_L001,60-2019_S214_L001_R1_001.fastq.gz,60-2019_S214_L001_R2_001.fastq.gz,Pocillopora,grandis,997,40,Starko_Shedd,2019,KI19_60,SAMN49904163
107-KI23b_S317_L001,107-KI23b_S317_L001_R1_001.fastq.gz,107-KI23b_S317_L001_R2_001.fastq.gz,Pocillopora,grandis,1556,31,run10_shedd2024,2023b,KI23b_107,SAMN49904298
108-KI23b_S325_L001,108-KI23b_S325_L001_R1_001.fastq.gz,108-KI23b_S325_L001_R2_001.fastq.gz,Pocillopora,grandis,1557,31,run10_shedd2024,2023b,KI23b_108,SAMN49904299
109-KI23b_S333_L001,109-KI23b_S333_L001_R1_001.fastq.gz,109-KI23b_S333_L001_R2_001.fastq.gz,Pocillopora,grandis,1559,31,run10_shedd2024,2023b,KI23b_109,SAMN49904300
110-KI23b_S341_L001,110-KI23b_S341_L001_R1_001.fastq.gz,110-KI23b_S341_L001_R2_001.fastq.gz,Pocillopora,grandis,1560,31,run10_shedd2024,2023b,KI23b_110,SAMN49904301
112-KI23b_S349_L001,112-KI23b_S349_L001_R1_001.fastq.gz,112-KI23b_S349_L001_R2_001.fastq.gz,Pocillopora,grandis,1609,31,run10_shedd2024,2023b,KI23b_112,SAMN49904302
113-KI23b_S357_L001,113-KI23b_S357_L001_R1_001.fastq.gz,113-KI23b_S357_L001_R2_001.fastq.gz,Pocillopora,grandis,1661,31,run10_shedd2024,2023b,KI23b_113,SAMN49904303
116-KI23b-1_S112_L001,116-KI23b-1_S112_L001_R1_001.fastq.gz,116-KI23b-1_S112_L001_R2_001.fastq.gz,Pocillopora,grandis,896,32,run10_shedd2024,2023b,KI23b_116,SAMN49904312
120-KI23b-2_S370_L001,120-KI23b-2_S370_L001_R1_001.fastq.gz,120-KI23b-2_S370_L001_R2_001.fastq.gz,Pocillopora,grandis,1187,32,run10_shedd2024,2023b,KI23b_120,SAMN49904310
121-KI23b-2_S362_L001,121-KI23b-2_S362_L001_R1_001.fastq.gz,121-KI23b-2_S362_L001_R2_001.fastq.gz,Pocillopora,grandis,1724,32,run10_shedd2024,2023b,KI23b_121,SAMN49904309
122-KI23b_S194_L001,122-KI23b_S194_L001_R1_001.fastq.gz,122-KI23b_S194_L001_R2_001.fastq.gz,Pocillopora,grandis,1328,32,run10_shedd2024,2023b,KI23b_122,SAMN49904311
123-KI23b_S202_L001,123-KI23b_S202_L001_R1_001.fastq.gz,123-KI23b_S202_L001_R2_001.fastq.gz,Pocillopora,grandis,1718,32,run10_shedd2024,2023b,KI23b_123,SAMN49904307
124-KI23b_S210_L001,124-KI23b_S210_L001_R1_001.fastq.gz,124-KI23b_S210_L001_R2_001.fastq.gz,Pocillopora,grandis,1720,32,run10_shedd2024,2023b,KI23b_124,SAMN49904308
126-KI23b_S218_L001,126-KI23b_S218_L001_R1_001.fastq.gz,126-KI23b_S218_L001_R2_001.fastq.gz,Pocillopora,grandis,1442,32,run10_shedd2024,2023b,KI23b_126,SAMN49904304
129-KI23b_S226_L001,129-KI23b_S226_L001_R1_001.fastq.gz,129-KI23b_S226_L001_R2_001.fastq.gz,Pocillopora,grandis,1448,32,run10_shedd2024,2023b,KI23b_129,SAMN49904305
13-KI23b_S193_L001,13-KI23b_S193_L001_R1_001.fastq.gz,13-KI23b_S193_L001_R2_001.fastq.gz,Pocillopora,grandis,1480,8,run10_shedd2024,2023b,KI23b_13,SAMN49904239
132-KI23b_S234_L001,132-KI23b_S234_L001_R1_001.fastq.gz,132-KI23b_S234_L001_R2_001.fastq.gz,Pocillopora,grandis,1593,32,run10_shedd2024,2023b,KI23b_132,SAMN49904306
16-KI23b_S201_L001,16-KI23b_S201_L001_R1_001.fastq.gz,16-KI23b_S201_L001_R2_001.fastq.gz,Pocillopora,grandis,1473,8,run10_shedd2024,2023b,KI23b_16,SAMN49904238
166-KI23b_S379_L001,166-KI23b_S379_L001_R1_001.fastq.gz,166-KI23b_S379_L001_R2_001.fastq.gz,Pocillopora,grandis,1594,40,run10_shedd2024,2023b,KI23b_166,SAMN49904343
169-KI23b_S292_L001,169-KI23b_S292_L001_R1_001.fastq.gz,169-KI23b_S292_L001_R2_001.fastq.gz,Pocillopora,grandis,1597,40,run10_shedd2024,2023b,KI23b_169,SAMN49904344
17-KI23b_S209_L001,17-KI23b_S209_L001_R1_001.fastq.gz,17-KI23b_S209_L001_R2_001.fastq.gz,Pocillopora,grandis,1413,8,run10_shedd2024,2023b,KI23b_17,SAMN49904236
171-KI23b_S242_L001,171-KI23b_S242_L001_R1_001.fastq.gz,171-KI23b_S242_L001_R2_001.fastq.gz,Pocillopora,grandis,1599,40,run10_shedd2024,2023b,KI23b_171,SAMN49904345
172-KI23b_S300_L001,172-KI23b_S300_L001_R1_001.fastq.gz,172-KI23b_S300_L001_R2_001.fastq.gz,Pocillopora,grandis,1392,40,run10_shedd2024,2023b,KI23b_172,SAMN49904341
173-KI23b_S250_L001,173-KI23b_S250_L001_R1_001.fastq.gz,173-KI23b_S250_L001_R2_001.fastq.gz,Pocillopora,grandis,1396,40,run10_shedd2024,2023b,KI23b_173,SAMN49904342
18-KI23b_S374_L001,18-KI23b_S374_L001_R1_001.fastq.gz,18-KI23b_S374_L001_R2_001.fastq.gz,Pocillopora,grandis,1417,8,run10_shedd2024,2023b,KI23b_18,SAMN49904237
180-KI23b_S258_L001,180-KI23b_S258_L001_R1_001.fastq.gz,180-KI23b_S258_L001_R2_001.fastq.gz,Pocillopora,grandis,1735,40,run10_shedd2024,2023b,KI23b_180,SAMN49904346
215-KI23b_S216_L001,215-KI23b_S216_L001_R1_001.fastq.gz,215-KI23b_S216_L001_R2_001.fastq.gz,Pocillopora,grandis,1647,5,run10_shedd2024,2023b,KI23b_215,SAMN49904232
216-KI23b_S224_L001,216-KI23b_S224_L001_R1_001.fastq.gz,216-KI23b_S224_L001_R2_001.fastq.gz,Pocillopora,grandis,1649,5,run10_shedd2024,2023b,KI23b_216,SAMN49904233
218-KI23b_S266_L001,218-KI23b_S266_L001_R1_001.fastq.gz,218-KI23b_S266_L001_R2_001.fastq.gz,Pocillopora,grandis,1571,5,run10_shedd2024,2023b,KI23b_218,SAMN49904226
219-KI23b_S274_L001,219-KI23b_S274_L001_R1_001.fastq.gz,219-KI23b_S274_L001_R2_001.fastq.gz,Pocillopora,grandis,1572,5,run10_shedd2024,2023b,KI23b_219,SAMN49904227
22-KI23b_S217_L001,22-KI23b_S217_L001_R1_001.fastq.gz,22-KI23b_S217_L001_R2_001.fastq.gz,Pocillopora,grandis,1404,35,run10_shedd2024,2023b,KI23b_22,SAMN49904323
221-KI23b_S232_L001,221-KI23b_S232_L001_R1_001.fastq.gz,221-KI23b_S232_L001_R2_001.fastq.gz,Pocillopora,grandis,1575,5,run10_shedd2024,2023b,KI23b_221,SAMN49904228
222-KI23b_S282_L001,222-KI23b_S282_L001_R1_001.fastq.gz,222-KI23b_S282_L001_R2_001.fastq.gz,Pocillopora,grandis,1578,5,run10_shedd2024,2023b,KI23b_222,SAMN49904229
226-KI23b_S195_L001,226-KI23b_S195_L001_R1_001.fastq.gz,226-KI23b_S195_L001_R2_001.fastq.gz,Pocillopora,grandis,1613,5,run10_shedd2024,2023b,KI23b_226,SAMN49904230
229-KI23b_S240_L001,229-KI23b_S240_L001_R1_001.fastq.gz,229-KI23b_S240_L001_R2_001.fastq.gz,Pocillopora,grandis,1618,5,run10_shedd2024,2023b,KI23b_229,SAMN49904231
26-KI23b_S233_L001,26-KI23b_S233_L001_R1_001.fastq.gz,26-KI23b_S233_L001_R2_001.fastq.gz,Pocillopora,grandis,1549,35,run10_shedd2024,2023b,KI23b_26,SAMN49904326
263-KI23b_S203_L001,263-KI23b_S203_L001_R1_001.fastq.gz,263-KI23b_S203_L001_R2_001.fastq.gz,Pocillopora,grandis,1357,37,run10_shedd2024,2023b,KI23b_263,SAMN49904329
265-KI23b_S211_L001,265-KI23b_S211_L001_R1_001.fastq.gz,265-KI23b_S211_L001_R2_001.fastq.gz,Pocillopora,grandis,1464,37,run10_shedd2024,2023b,KI23b_265,SAMN49904330
267-KI23b_S219_L001,267-KI23b_S219_L001_R1_001.fastq.gz,267-KI23b_S219_L001_R2_001.fastq.gz,Pocillopora,grandis,1468,37,run10_shedd2024,2023b,KI23b_267,SAMN49904331
268-KI23b_S296_L001,268-KI23b_S296_L001_R1_001.fastq.gz,268-KI23b_S296_L001_R2_001.fastq.gz,Pocillopora,grandis,1583,37,run10_shedd2024,2023b,KI23b_268,SAMN49904332
271-KI23b_S304_L001,271-KI23b_S304_L001_R1_001.fastq.gz,271-KI23b_S304_L001_R2_001.fastq.gz,Pocillopora,grandis,1674,37,run10_shedd2024,2023b,KI23b_271,SAMN49904333
272-KI23b_S312_L001,272-KI23b_S312_L001_R1_001.fastq.gz,272-KI23b_S312_L001_R2_001.fastq.gz,Pocillopora,grandis,1677,37,run10_shedd2024,2023b,KI23b_272,SAMN49904334
277-KI23b_S320_L001,277-KI23b_S320_L001_R1_001.fastq.gz,277-KI23b_S320_L001_R2_001.fastq.gz,Pocillopora,grandis,1769,37,run10_shedd2024,2023b,KI23b_277,SAMN49904337
279-KI23b_S227_L001,279-KI23b_S227_L001_R1_001.fastq.gz,279-KI23b_S227_L001_R2_001.fastq.gz,Pocillopora,grandis,1751,37,run10_shedd2024,2023b,KI23b_279,SAMN49904335
28-KI23b_S241_L001,28-KI23b_S241_L001_R1_001.fastq.gz,28-KI23b_S241_L001_R2_001.fastq.gz,Pocillopora,grandis,1525,35,run10_shedd2024,2023b,KI23b_28,SAMN49904325
283-KI23b_S235_L001,283-KI23b_S235_L001_R1_001.fastq.gz,283-KI23b_S235_L001_R2_001.fastq.gz,Pocillopora,grandis,1757,37,run10_shedd2024,2023b,KI23b_283,SAMN49904336
32-KI23b_S249_L001,32-KI23b_S249_L001_R1_001.fastq.gz,32-KI23b_S249_L001_R2_001.fastq.gz,Pocillopora,grandis,1493,35,run10_shedd2024,2023b,KI23b_32,SAMN49904324
320-KI23b_S243_L001,320-KI23b_S243_L001_R1_001.fastq.gz,320-KI23b_S243_L001_R2_001.fastq.gz,Pocillopora,grandis,1691,3,run10_shedd2024,2023b,KI23b_320,SAMN49904223
322-KI23b_S251_L001,322-KI23b_S251_L001_R1_001.fastq.gz,322-KI23b_S251_L001_R2_001.fastq.gz,Pocillopora,grandis,1695,3,run10_shedd2024,2023b,KI23b_322,SAMN49904224
324-KI23b_S259_L001,324-KI23b_S259_L001_R1_001.fastq.gz,324-KI23b_S259_L001_R2_001.fastq.gz,Pocillopora,grandis,1681,3,run10_shedd2024,2023b,KI23b_324,SAMN49904222
327-KI23b_S267_L001,327-KI23b_S267_L001_R1_001.fastq.gz,327-KI23b_S267_L001_R2_001.fastq.gz,Pocillopora,grandis,1295,3,run10_shedd2024,2023b,KI23b_327,SAMN49904225
329-KI23b_S275_L001,329-KI23b_S275_L001_R1_001.fastq.gz,329-KI23b_S275_L001_R2_001.fastq.gz,Pocillopora,grandis,1640,25,run10_shedd2024,2023b,KI23b_329,SAMN49904273
33-KI23b_S363_L001,33-KI23b_S363_L001_R1_001.fastq.gz,33-KI23b_S363_L001_R2_001.fastq.gz,Montipora,aequituberculata,922,35,run10_shedd2024,2023b,KI23b_33,SAMN49904322
332-KI23b_S196_L001,332-KI23b_S196_L001_R1_001.fastq.gz,332-KI23b_S196_L001_R2_001.fastq.gz,Pocillopora,grandis,1789,25,run10_shedd2024,2023b,KI23b_332,SAMN49904274
372-KI23b_S248_L001,372-KI23b_S248_L001_R1_001.fastq.gz,372-KI23b_S248_L001_R2_001.fastq.gz,Pocillopora,grandis,1891,15,run10_shedd2024,2023b,KI23b_372,SAMN49904253
373-KI23b_S256_L001,373-KI23b_S256_L001_R1_001.fastq.gz,373-KI23b_S256_L001_R2_001.fastq.gz,Pocillopora,grandis,1892,15,run10_shedd2024,2023b,KI23b_373,SAMN49904254
374-KI23b_S204_L001,374-KI23b_S204_L001_R1_001.fastq.gz,374-KI23b_S204_L001_R2_001.fastq.gz,Pocillopora,grandis,1894,15,run10_shedd2024,2023b,KI23b_374,SAMN49904255
379-KI23b_S264_L001,379-KI23b_S264_L001_R1_001.fastq.gz,379-KI23b_S264_L001_R2_001.fastq.gz,Pocillopora,grandis,1802,15,run10_shedd2024,2023b,KI23b_379,SAMN49904246
382-KI23b_S212_L001,382-KI23b_S212_L001_R1_001.fastq.gz,382-KI23b_S212_L001_R2_001.fastq.gz,Pocillopora,grandis,1810,15,run10_shedd2024,2023b,KI23b_382,SAMN49904247
384-KI23b_S220_L001,384-KI23b_S220_L001_R1_001.fastq.gz,384-KI23b_S220_L001_R2_001.fastq.gz,Pocillopora,grandis,1792,15,run10_shedd2024,2023b,KI23b_384,SAMN49904244
387-KI23b_S272_L001,387-KI23b_S272_L001_R1_001.fastq.gz,387-KI23b_S272_L001_R2_001.fastq.gz,Pocillopora,grandis,1798,15,run10_shedd2024,2023b,KI23b_387,SAMN49904245
391-KI23b_S328_L001,391-KI23b_S328_L001_R1_001.fastq.gz,391-KI23b_S328_L001_R2_001.fastq.gz,Pocillopora,grandis,1825,15,run10_shedd2024,2023b,KI23b_391,SAMN49904251
394-KI23b_S228_L001,394-KI23b_S228_L001_R1_001.fastq.gz,394-KI23b_S228_L001_R2_001.fastq.gz,Pocillopora,grandis,1812,15,run10_shedd2024,2023b,KI23b_394,SAMN49904248
395-KI23b_S336_L001,395-KI23b_S336_L001_R1_001.fastq.gz,395-KI23b_S336_L001_R2_001.fastq.gz,Pocillopora,grandis,1814,15,run10_shedd2024,2023b,KI23b_395,SAMN49904249
396-KI23b_S236_L001,396-KI23b_S236_L001_R1_001.fastq.gz,396-KI23b_S236_L001_R2_001.fastq.gz,Pocillopora,grandis,1819,15,run10_shedd2024,2023b,KI23b_396,SAMN49904250
397-KI23b_S244_L001,397-KI23b_S244_L001_R1_001.fastq.gz,397-KI23b_S244_L001_R2_001.fastq.gz,Pocillopora,grandis,1851,15,run10_shedd2024,2023b,KI23b_397,SAMN49904252
434-KI23b_S252_L001,434-KI23b_S252_L001_R1_001.fastq.gz,434-KI23b_S252_L001_R2_001.fastq.gz,Pocillopora,grandis,1882,19,run10_shedd2024,2023b,KI23b_434,SAMN49904261
437-KI23b_S260_L001,437-KI23b_S260_L001_R1_001.fastq.gz,437-KI23b_S260_L001_R2_001.fastq.gz,Pocillopora,grandis,1886,19,run10_shedd2024,2023b,KI23b_437,SAMN49904262
